wordnet_builder_109878275	relatedto	wordnet_architect_109805475
wordnet_collection_107951464	relatedto	wordnet_set_107996689
wordnet_pass_109386842	relatedto	wordnet_sport_100523513
wordnet_bay_109215664	partof	wordnet_ship_104194289
wordnet_show_100520257	relatedto	wordnet_type_105840188
wordnet_membership_108400965	isa	wordnet_body_105216365
wordnet_company_108058098	atlocation	wordnet_city_108524735
wordnet_timeline_106504965	isa	wordnet_book_106410904
wordnet_cardinal_109894143	relatedto	wordnet_number_105121418
wordnet_game_100456199	relatedto	wordnet_match_103728437
wordnet_tunnel_104497962	relatedto	wordnet_road_104096066
wordnet_payment_113278375	relatedto	wordnet_value_105856388
wordnet_mare_102377480	relatedto	wordnet_sea_109426788
wordnet_set_107996689	relatedto	wordnet_type_105840188
wordnet_egg_101460457	relatedto	wordnet_item_106482401
wordnet_statue_104306847	relatedto	wordnet_city_108524735
wordnet_house_103544360	relatedto	wordnet_business_108061042
wordnet_head_110162991	relatedto	wordnet_beer_107886849
wordnet_computer_103082979	usedfor	wordnet_play_107007945
wordnet_record_106647206	relatedto	wordnet_play_107007945
wordnet_land_109334396	relatedto	wordnet_medium_106254669
wordnet_aqueduct_102732433	relatedto	wordnet_channel_106259898
wordnet_address_107238694	relatedto	wordnet_suit_104350905
wordnet_cartridge_102971691	relatedto	wordnet_round_104113641
wordnet_hurling_100470830	relatedto	wordnet_hurling_100470830
wordnet_pass_109386842	hascontext	wordnet_sport_100523513
wordnet_way_100415676	relatedto	wordnet_road_104096066
wordnet_trail_109460312	hascontext	wordnet_military_108199025
wordnet_book_106410904	usedfor	wordnet_education_100883297
wordnet_body_105216365	distinctfrom	wordnet_head_110162991
wordnet_report_107218470	relatedto	wordnet_document_106470073
wordnet_beverage_107881800	relatedto	wordnet_general_110123844
wordnet_mosque_103788195	synonym	wordnet_mosque_103788195
wordnet_branch_108401248	relatedto	wordnet_ship_104194289
wordnet_generic_107899976	relatedto	wordnet_group_100031264
wordnet_court_108329453	isa	wordnet_assembly_102749790
wordnet_king_110231515	relatedto	wordnet_state_108168978
wordnet_bridge_102898711	relatedto	wordnet_architecture_102734725
wordnet_figure_106999647	hascontext	wordnet_music_107020895
wordnet_production_107006951	relatedto	wordnet_business_108061042
wordnet_bishop_109857200	partof	wordnet_assembly_102749790
wordnet_tree_113104059	isa	wordnet_plant_100017222
wordnet_head_110162991	synonym	wordnet_point_105865998
wordnet_amusement_park_108494231	synonym	wordnet_amusement_park_108494231
wordnet_album_106591815	isa	wordnet_collection_107951464
wordnet_pilot_110433164	synonym	wordnet_pilot_110433164
wordnet_country_108544813	relatedto	wordnet_general_110123844
wordnet_group_100031264	relatedto	wordnet_organization_108008335
wordnet_letter_106624161	relatedto	wordnet_item_106482401
wordnet_association_108049401	isa	wordnet_organization_108008335
wordnet_form_105930736	relatedto	wordnet_class_107997703
wordnet_dance_107020538	relatedto	wordnet_art_102743547
wordnet_referendum_100181640	synonym	wordnet_referendum_100181640
wordnet_structure_104341686	relatedto	wordnet_set_107996689
wordnet_athlete_109820263	isa	wordnet_person_100007846
wordnet_statue_104306847	relatedto	wordnet_form_105930736
wordnet_show_100520257	relatedto	wordnet_movie_106613686
wordnet_road_104096066	relatedto	wordnet_city_108524735
wordnet_structure_104341686	isa	wordnet_artifact_100021939
wordnet_disease_114070360	relatedto	wordnet_general_110123844
wordnet_diamond_113371958	relatedto	wordnet_gem_103432972
wordnet_borough_108540532	relatedto	wordnet_right_105174653
wordnet_line_108430568	isa	wordnet_location_100027167
wordnet_translation_106536389	relatedto	wordnet_assembly_102749790
wordnet_season_115239579	relatedto	wordnet_annual_106426468
wordnet_astronaut_109818022	relatedto	wordnet_spacecraft_104264914
wordnet_hotel_103542333	atlocation	wordnet_town_108665504
wordnet_pope_110453533	relatedto	wordnet_poet_110444194
wordnet_city_108524735	distinctfrom	wordnet_town_108665504
wordnet_park_108615149	antonym	wordnet_skyscraper_104233124
wordnet_year_115203791	relatedto	wordnet_annual_106426468
wordnet_country_108544813	relatedto	wordnet_town_108665504
wordnet_show_100520257	relatedto	wordnet_see_108586825
wordnet_artist_109812338	relatedto	wordnet_painting_103876519
wordnet_sorority_108230477	relatedto	wordnet_fraternity_108229467
wordnet_school_108276720	relatedto	wordnet_location_100027167
wordnet_conflict_100958896	synonym	wordnet_battle_100953559
wordnet_circus_108189211	relatedto	wordnet_carnival_100519333
wordnet_bunch_107959943	isa	wordnet_form_105930736
wordnet_motion_100331950	isa	wordnet_subject_106599788
wordnet_head_110162991	relatedto	wordnet_animal_100015388
wordnet_song_107048000	relatedto	wordnet_art_102743547
wordnet_watch_104555897	relatedto	wordnet_tool_104451818
wordnet_sex_105006898	relatedto	wordnet_member_110307234
wordnet_art_102743547	relatedto	wordnet_decoration_103169390
wordnet_box_102883344	relatedto	wordnet_polygon_113866144
wordnet_opera_107026352	relatedto	wordnet_song_107048000
wordnet_bridge_102898711	relatedto	wordnet_path_108616311
wordnet_family_108078020	synonym	wordnet_kin_107969695
wordnet_box_102883344	relatedto	wordnet_player_110439851
wordnet_company_108058098	relatedto	wordnet_movie_106613686
wordnet_manuscript_106406979	relatedto	wordnet_publication_106589574
wordnet_land_109334396	isa	wordnet_object_100002684
wordnet_structure_104341686	relatedto	wordnet_form_105930736
wordnet_feature_105849789	relatedto	wordnet_cast_113913566
wordnet_bishop_109857200	isa	wordnet_weapon_104565375
wordnet_star_109444100	relatedto	wordnet_galaxy_108270938
wordnet_resolution_106511874	hascontext	wordnet_medicine_106043075
wordnet_point_105865998	relatedto	wordnet_line_108430568
wordnet_type_105840188	relatedto	wordnet_value_105856388
wordnet_cheese_107850329	synonym	wordnet_cheese_107850329
wordnet_case_107308889	relatedto	wordnet_document_106470073
wordnet_chord_113874927	relatedto	wordnet_set_107996689
wordnet_minister_110320863	relatedto	wordnet_government_108050678
wordnet_font_106825399	relatedto	wordnet_computer_103082979
wordnet_dirt_114498096	relatedto	wordnet_material_114580897
wordnet_list_106481320	synonym	wordnet_number_105121418
wordnet_franchise_106526811	relatedto	wordnet_business_108061042
wordnet_school_108276720	relatedto	wordnet_university_108286569
wordnet_bridge_102898711	relatedto	wordnet_point_105865998
wordnet_field_108569998	isa	wordnet_set_107996689
wordnet_singer_110599806	relatedto	wordnet_opera_107026352
wordnet_rapper_110507482	isa	wordnet_singer_110599806
wordnet_body_105216365	usedfor	wordnet_food_100021265
wordnet_book_106410904	isa	wordnet_device_103183080
wordnet_coach_109931640	relatedto	wordnet_football_100468480
wordnet_cabinet_102933112	relatedto	wordnet_business_108061042
wordnet_list_106481320	relatedto	wordnet_item_106482401
wordnet_director_110014939	relatedto	wordnet_device_103183080
wordnet_charity_108406619	relatedto	wordnet_organization_108008335
wordnet_drive_100307631	isa	wordnet_device_103183080
wordnet_circus_108189211	isa	wordnet_stadium_104295881
wordnet_egg_101460457	relatedto	wordnet_person_100007846
wordnet_weather_111524662	relatedto	wordnet_state_108168978
wordnet_municipality_108626283	relatedto	wordnet_district_108552138
wordnet_drive_100307631	hascontext	wordnet_mining_100922327
wordnet_list_106481320	relatedto	wordnet_plant_100017222
wordnet_magazine_106595351	atlocation	wordnet_library_103660909
wordnet_grave_103455033	relatedto	wordnet_area_108497294
wordnet_geography_106122178	relatedto	wordnet_class_107997703
wordnet_actor_109765278	synonym	wordnet_performer_110415638
wordnet_religion_105946687	relatedto	wordnet_deity_109505418
wordnet_law_108441203	relatedto	wordnet_standard_107260623
wordnet_star_109444100	isa	wordnet_polygon_113866144
wordnet_statue_104306847	relatedto	wordnet_art_form_105841151
wordnet_department_108114861	relatedto	wordnet_organization_108008335
wordnet_college_108278169	atlocation	wordnet_building_102913152
wordnet_baseball_100471613	isa	wordnet_sphere_114514039
wordnet_pepper_113149506	isa	wordnet_attack_100972621
wordnet_report_107218470	relatedto	wordnet_title_106345993
wordnet_island_109316454	relatedto	wordnet_tour_100310666
wordnet_hospital_103540595	relatedto	wordnet_station_104306080
wordnet_hospital_103540595	relatedto	wordnet_building_102913152
wordnet_flag_103354903	relatedto	wordnet_symbol_106806469
wordnet_observatory_103839671	relatedto	wordnet_telescope_104403638
wordnet_medicine_106043075	relatedto	wordnet_therapy_100661091
wordnet_main_109345932	relatedto	wordnet_name_106333653
wordnet_fact_105817396	relatedto	wordnet_theory_105989479
wordnet_ambassador_109787534	relatedto	wordnet_representative_110522035
wordnet_continent_109254614	relatedto	wordnet_group_100031264
wordnet_culture_108287844	relatedto	wordnet_town_108665504
wordnet_cloud_111439690	usedfor	wordnet_weather_111524662
wordnet_memorial_106688522	synonym	wordnet_memorial_106688522
wordnet_diplomatic_mission_108402693	relatedto	wordnet_representative_110522035
wordnet_machine_103699975	distinctfrom	wordnet_appliance_102729965
wordnet_coach_109931640	synonym	wordnet_bus_102924116
wordnet_pinball_100459284	relatedto	wordnet_game_100456199
wordnet_animal_100015388	antonym	wordnet_mineral_114662574
wordnet_play_107007945	relatedto	wordnet_land_109334396
wordnet_engine_103287733	relatedto	wordnet_device_103183080
wordnet_series_108457976	isa	wordnet_group_100031264
wordnet_machine_103699975	relatedto	wordnet_motor_103789946
wordnet_branch_108401248	relatedto	wordnet_division_108213205
wordnet_post_108624385	relatedto	wordnet_relay_100318567
wordnet_sphere_114514039	hascontext	wordnet_mythology_107978423
wordnet_nerve_105474346	atlocation	wordnet_organism_100004475
wordnet_line_108430568	relatedto	wordnet_outline_108612786
wordnet_quasar_109402370	synonym	wordnet_quasar_109402370
wordnet_music_107020895	relatedto	wordnet_language_106282651
wordnet_cup_final_107467027	relatedto	wordnet_final_107466832
wordnet_national_109625401	isa	wordnet_person_100007846
wordnet_department_108114861	relatedto	wordnet_head_110162991
wordnet_tractor_104465501	relatedto	wordnet_vehicle_104524313
wordnet_ensemble_108188235	isa	wordnet_collection_107951464
wordnet_chord_113874927	relatedto	wordnet_music_107020895
wordnet_factory_103316406	relatedto	wordnet_park_108615149
wordnet_standard_107260623	relatedto	wordnet_military_108199025
wordnet_race_107472657	relatedto	wordnet_contest_107456188
wordnet_dance_107020538	isa	wordnet_album_106591815
wordnet_statue_104306847	relatedto	wordnet_person_100007846
wordnet_furniture_103405725	atlocation	wordnet_house_103544360
wordnet_island_109316454	isa	wordnet_book_106410904
wordnet_bridge_102898711	relatedto	wordnet_ship_104194289
wordnet_mining_100922327	relatedto	wordnet_mine_103768346
wordnet_regiment_108213817	relatedto	wordnet_ruler_110541229
wordnet_order_107168623	relatedto	wordnet_food_100021265
wordnet_corps_108212527	relatedto	wordnet_military_108199025
wordnet_aircraft_102686568	synonym	wordnet_aircraft_102686568
wordnet_road_104096066	atlocation	wordnet_valley_109468604
wordnet_broadcast_106254007	isa	wordnet_cast_113913566
wordnet_dam_103160309	relatedto	wordnet_coin_113388245
wordnet_chapter_106396142	hascontext	wordnet_military_108199025
wordnet_box_102883344	relatedto	wordnet_object_100002684
wordnet_pope_110453533	isa	wordnet_village_108672738
wordnet_line_108430568	synonym	wordnet_line_108430568
wordnet_cipher_106254239	relatedto	wordnet_device_103183080
wordnet_bowler_109870096	synonym	wordnet_bowler_hat_102881757
wordnet_land_109334396	relatedto	wordnet_sea_109426788
wordnet_play_107007945	relatedto	wordnet_art_102743547
wordnet_professional_110480583	isa	wordnet_athlete_109820263
wordnet_temple_104407435	usedfor	wordnet_religion_105946687
wordnet_point_105865998	hascontext	wordnet_music_107020895
wordnet_four_113744304	relatedto	wordnet_number_105121418
wordnet_art_102743547	relatedto	wordnet_opera_107026352
wordnet_public_school_108410282	etymologicallyrelatedto	wordnet_school_108276720
wordnet_statue_104306847	atlocation	wordnet_city_108524735
wordnet_box_102883344	synonym	wordnet_machine_103699975
wordnet_party_108256968	relatedto	wordnet_happening_107283608
wordnet_first_name_106337307	isa	wordnet_name_106333653
wordnet_sector_113875027	relatedto	wordnet_region_108630039
wordnet_tribe_108372411	relatedto	wordnet_family_108078020
wordnet_weapon_104565375	synonym	wordnet_weapon_104565375
wordnet_dramatist_110030277	isa	wordnet_writer_110794014
wordnet_country_108544813	relatedto	wordnet_president_110468962
wordnet_record_106647206	instanceof	wordnet_newspaper_106267145
wordnet_fall_115236859	isa	wordnet_book_106410904
wordnet_version_107173585	hascontext	wordnet_medicine_106043075
wordnet_doll_103219135	usedfor	wordnet_decoration_103169390
wordnet_port_108633957	relatedto	wordnet_dock_103217191
wordnet_skier_110605253	relatedto	wordnet_ski_104228054
wordnet_referee_110514429	relatedto	wordnet_judge_110225219
wordnet_referee_110514429	relatedto	wordnet_official_110372373
wordnet_figure_106999647	relatedto	wordnet_statue_104306847
wordnet_war_100973077	synonym	wordnet_war_100973077
wordnet_form_105930736	isa	wordnet_document_106470073
wordnet_structure_104341686	relatedto	wordnet_form_105930736
wordnet_mechanism_113512506	usedfor	wordnet_function_113783816
wordnet_theory_105989479	antonym	wordnet_fact_105817396
wordnet_house_103544360	atlocation	wordnet_subdivision_108674251
wordnet_hot_spot_108586330	isa	wordnet_film_103338821
wordnet_central_bank_108349916	synonym	wordnet_central_bank_108349916
wordnet_lacrosse_player_110242682	isa	wordnet_athlete_109820263
wordnet_car_102958343	relatedto	wordnet_bus_102924116
wordnet_dance_107020538	motivatedbygoal	wordnet_dancer_109989502
wordnet_shield_104192858	synonym	wordnet_shield_104192858
wordnet_right_105174653	relatedto	wordnet_law_108441203
wordnet_rock_109416076	atlocation	wordnet_field_108569998
wordnet_tree_113104059	isa	wordnet_plant_100017222
wordnet_cabinet_102933112	relatedto	wordnet_executive_110069645
wordnet_pilot_110433164	relatedto	wordnet_trial_105799212
wordnet_street_104334599	relatedto	wordnet_road_104096066
wordnet_statue_104306847	relatedto	wordnet_image_105928118
wordnet_school_108276720	relatedto	wordnet_education_100883297
wordnet_head_110162991	isa	wordnet_form_105930736
wordnet_dance_107020538	relatedto	wordnet_party_108256968
wordnet_television_station_104406350	relatedto	wordnet_building_102913152
wordnet_competition_101168569	relatedto	wordnet_composition_105076472
wordnet_lake_109328904	isa	wordnet_body_of_water_109225146
wordnet_pass_109386842	relatedto	wordnet_right_105174653
wordnet_line_108430568	hascontext	wordnet_geometry_106004685
wordnet_zone_108688247	hascontext	wordnet_baseball_100471613
wordnet_religion_105946687	relatedto	wordnet_organization_108008335
wordnet_skyscraper_104233124	atlocation	wordnet_city_108524735
wordnet_city_108524735	relatedto	wordnet_building_102913152
wordnet_governor_110140314	relatedto	wordnet_state_108168978
wordnet_congressional_district_108542884	isa	wordnet_district_108552138
wordnet_royalty_108153437	relatedto	wordnet_payment_113278375
wordnet_trail_109460312	relatedto	wordnet_path_108616311
wordnet_distribution_105729036	relatedto	wordnet_box_102883344
wordnet_lottery_107317144	isa	wordnet_competition_101168569
wordnet_street_104334599	relatedto	wordnet_main_109345932
wordnet_course_100884466	synonym	wordnet_class_107997703
wordnet_item_106482401	synonym	wordnet_detail_105817845
wordnet_group_100031264	synonym	wordnet_group_100031264
wordnet_outline_108612786	synonym	wordnet_draft_113377268
wordnet_number_105121418	relatedto	wordnet_trial_105799212
wordnet_medicine_106043075	relatedto	wordnet_cabinet_102933112
wordnet_road_104096066	relatedto	wordnet_line_108430568
wordnet_architecture_102734725	relatedto	wordnet_structure_104341686
wordnet_plant_100017222	distinctfrom	wordnet_animal_100015388
wordnet_music_107020895	relatedto	wordnet_orchestra_108248157
wordnet_cycle_115287830	hascontext	wordnet_music_107020895
wordnet_address_107238694	relatedto	wordnet_book_106410904
wordnet_drive_100307631	relatedto	wordnet_diver_110019552
wordnet_payment_113278375	relatedto	wordnet_service_100577525
wordnet_atom_114585519	relatedto	wordnet_object_100002684
wordnet_first_lady_110092880	relatedto	wordnet_president_110468962
wordnet_statue_104306847	relatedto	wordnet_model_110324560
wordnet_market_101097292	isa	wordnet_market_101097292
wordnet_manuscript_106406979	isa	wordnet_book_106410904
wordnet_market_101097292	relatedto	wordnet_location_100027167
wordnet_nerve_105474346	partof	wordnet_body_105216365
wordnet_dance_107020538	synonym	wordnet_dance_107020538
wordnet_calculator_109887034	relatedto	wordnet_set_107996689
wordnet_dock_103217191	relatedto	wordnet_hotel_103542333
wordnet_house_103544360	isa	wordnet_legislature_108163273
wordnet_valley_109468604	synonym	wordnet_valley_109468604
wordnet_class_107997703	relatedto	wordnet_four_113744304
wordnet_order_107168623	isa	wordnet_command_107168131
wordnet_sea_109426788	relatedto	wordnet_waterway_109476331
wordnet_horseman_110185793	derivedfrom	wordnet_horse_102374451
wordnet_parliament_108319198	synonym	wordnet_parliament_108319198
wordnet_car_102958343	isa	wordnet_machine_103699975
wordnet_endgame_107292273	derivedfrom	wordnet_game_100456199
wordnet_cyclone_114521302	synonym	wordnet_cyclone_114521302
wordnet_artery_105333777	relatedto	wordnet_vein_105418717
wordnet_security_114539268	atlocation	wordnet_casino_102977936
wordnet_ski_104228054	relatedto	wordnet_winter_115237782
wordnet_measure_100033615	relatedto	wordnet_musical_107019172
wordnet_course_100884466	relatedto	wordnet_racetrack_104037625
wordnet_astronaut_109818022	synonym	wordnet_astronaut_109818022
wordnet_wine_107891726	isa	wordnet_beverage_107881800
wordnet_organization_108008335	relatedto	wordnet_professional_110480583
wordnet_algorithm_105847438	usedfor	wordnet_software_106566077
wordnet_pirate_110435367	isa	wordnet_ship_104194289
wordnet_line_108430568	relatedto	wordnet_drug_103247620
wordnet_budget_113421832	relatedto	wordnet_chart_106999802
wordnet_species_108110373	relatedto	wordnet_race_107472657
wordnet_accident_107301336	hascontext	wordnet_military_108199025
wordnet_field_108569998	synonym	wordnet_area_108497294
wordnet_first_lady_110092880	relatedto	wordnet_woman_110787470
wordnet_name_106333653	relatedto	wordnet_address_107238694
wordnet_member_110307234	relatedto	wordnet_team_108208560
wordnet_chord_113874927	relatedto	wordnet_cycle_115287830
wordnet_menagerie_103745146	relatedto	wordnet_group_100031264
wordnet_circus_108189211	isa	wordnet_plaza_103965456
wordnet_bus_102924116	atlocation	wordnet_city_108524735
wordnet_market_101097292	relatedto	wordnet_area_108497294
wordnet_fall_115236859	antonym	wordnet_spring_115237044
wordnet_palace_103878066	relatedto	wordnet_house_103544360
wordnet_state_108168978	relatedto	wordnet_country_108544813
wordnet_spree_killer_110581648	relatedto	wordnet_mass_murderer_110298343
wordnet_division_108213205	relatedto	wordnet_operation_100955060
wordnet_fall_115236859	isa	wordnet_season_115239579
wordnet_magazine_106595351	isa	wordnet_periodical_106593296
wordnet_hill_109303008	relatedto	wordnet_age_104924103
wordnet_statue_104306847	antonym	wordnet_painting_103876519
wordnet_railing_104047401	atlocation	wordnet_railway_station_104049098
wordnet_attack_100972621	hascontext	wordnet_military_108199025
wordnet_expedition_100968479	relatedto	wordnet_car_102958343
wordnet_system_104377057	hascontext	wordnet_music_107020895
wordnet_comedian_109940146	isa	wordnet_actor_109765278
wordnet_tennis_100482298	relatedto	wordnet_sport_100523513
wordnet_coat_103057021	relatedto	wordnet_body_105216365
wordnet_lens_103656484	relatedto	wordnet_device_103183080
wordnet_cloud_111439690	relatedto	wordnet_group_100031264
wordnet_channel_106259898	atlocation	wordnet_television_106277280
wordnet_weather_111524662	relatedto	wordnet_condition_113920835
wordnet_atom_114585519	synonym	wordnet_atom_114585519
wordnet_format_106636806	relatedto	wordnet_radio_station_104044119
wordnet_first_lady_110092880	isa	wordnet_woman_110787470
wordnet_hospital_103540595	isa	wordnet_organization_108008335
wordnet_train_104468005	relatedto	wordnet_merchandise_103748886
wordnet_swimming_pool_104371225	atlocation	wordnet_school_108276720
wordnet_motor_103789946	relatedto	wordnet_machine_103699975
wordnet_letter_106624161	relatedto	wordnet_hieroglyph_106403679
wordnet_plant_100017222	isa	wordnet_book_106410904
wordnet_animal_100015388	isa	wordnet_organism_100004475
wordnet_fuel_114875077	atlocation	wordnet_car_102958343
wordnet_mayor_110303814	relatedto	wordnet_town_108665504
wordnet_convention_108309086	isa	wordnet_event_100029378
wordnet_egg_101460457	hasproperty	wordnet_round_104113641
wordnet_code_106667317	relatedto	wordnet_browser_106571301
wordnet_art_102743547	relatedto	wordnet_value_105856388
wordnet_art_102743547	relatedto	wordnet_term_106303888
wordnet_video_106277803	synonym	wordnet_television_106277280
wordnet_tennis_player_110701180	isa	wordnet_athlete_109820263
wordnet_temple_104407435	relatedto	wordnet_church_103028079
wordnet_doll_103219135	relatedto	wordnet_house_103544360
wordnet_vehicle_104524313	relatedto	wordnet_motor_103789946
wordnet_school_108276720	relatedto	wordnet_group_100031264
wordnet_condition_113920835	relatedto	wordnet_situation_113927383
wordnet_sea_109426788	synonym	wordnet_sea_109426788
wordnet_country_108544813	antonym	wordnet_continent_109254614
wordnet_case_107308889	relatedto	wordnet_second_115235126
wordnet_mountain_109359803	relatedto	wordnet_valley_109468604
wordnet_ballplayer_109835506	relatedto	wordnet_football_100468480
wordnet_land_109334396	relatedto	wordnet_value_105856388
wordnet_first_name_106337307	isa	wordnet_name_106333653
wordnet_fly_102190166	hasproperty	wordnet_small_105559023
wordnet_city_district_108537837	derivedfrom	wordnet_city_108524735
wordnet_room_104105893	relatedto	wordnet_class_107997703
wordnet_final_107466832	relatedto	wordnet_term_106303888
wordnet_automaton_102761392	isa	wordnet_machine_103699975
wordnet_speaker_110630188	relatedto	wordnet_leader_109623038
wordnet_franchise_106526811	relatedto	wordnet_team_108208560
wordnet_term_106303888	synonym	wordnet_member_110307234
wordnet_company_108058098	relatedto	wordnet_building_102913152
wordnet_umpire_110735984	relatedto	wordnet_tennis_100482298
wordnet_dock_103217191	synonym	wordnet_pier_103933529
wordnet_cycle_115287830	isa	wordnet_series_108457976
wordnet_head_110162991	synonym	wordnet_acme_113940456
wordnet_person_100007846	atlocation	wordnet_conference_108308497
wordnet_spring_115237044	relatedto	wordnet_season_115239579
wordnet_opera_107026352	relatedto	wordnet_dance_107020538
wordnet_play_107007945	relatedto	wordnet_art_form_105841151
wordnet_vehicle_104524313	relatedto	wordnet_object_100002684
wordnet_case_107308889	relatedto	wordnet_device_103183080
wordnet_muscle_105289297	isa	wordnet_pass_109386842
wordnet_forest_108438533	relatedto	wordnet_color_104956594
wordnet_archbishop_109805151	relatedto	wordnet_archbishopric_108550455
wordnet_head_110162991	relatedto	wordnet_person_100007846
wordnet_rock_109416076	atlocation	wordnet_mine_103768346
wordnet_tennis_player_110701180	isa	wordnet_athlete_109820263
wordnet_series_108457976	relatedto	wordnet_number_105121418
wordnet_river_109411430	relatedto	wordnet_structure_104341686
wordnet_book_106410904	relatedto	wordnet_material_114580897
wordnet_premier_109907196	relatedto	wordnet_parliament_108319198
wordnet_pilot_110433164	synonym	wordnet_pilot_110433164
wordnet_bill_106536853	relatedto	wordnet_document_106470073
wordnet_house_103544360	isa	wordnet_family_108078020
wordnet_diocese_108550966	relatedto	wordnet_bishop_109857200
wordnet_ensemble_108188235	hascontext	wordnet_music_107020895
wordnet_swimmer_110683349	isa	wordnet_athlete_109820263
wordnet_class_107997703	relatedto	wordnet_structure_104341686
wordnet_archbishop_109805151	relatedto	wordnet_bishop_109857200
wordnet_drive_100307631	relatedto	wordnet_operation_100955060
wordnet_film_103338821	atlocation	wordnet_movie_106613686
